original_index,discussion_link,comment,removed,merged,method_signature,filename,link commit after,comment_ok,comment_found,change_ok,how to exclude,notes,commented_line,commented_file
78,,Let's keep the `long` since that is what the underlying `rx.Observable#onBackpressureBuffer(long)` expects.,"method after not found, method after empty",True,onBackpressureBuffer,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClientBuilder.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,,related to comment at line 63,238,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClientBuilder.java
80,,"One small change here. I apologize for giving you the incorrect value the first time. I thought `BackpressureOverflow.Strategy` was an enum, didn't realize it was an interface.

The instances we're wanting to point at are constants in the `BackpressureOverflow` class itself. So, we need to change these from `BackpressureOverflow.Strategy#...` to just `BackpressureOverflow#...`.","before = after, comment to comment, method befor not found",True,-,-,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only javadoc changed,related to comment at line 66 ,224,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClientBuilder.java
52,,This `async` field doesn't seem to be used and can be removed.,"before = after, method befor not found",True,-,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,,class field,49,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
53,,Can you please move these two new tests and the increased timeout duration into their own class so that they are easy to bulk `@Ignore` if we need to?,"method after not found, method after empty",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,no,,,159,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
76,,"Yes, will do.","method after not found, method after empty, contributor's comment",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,no,,,contributor's answer,,159,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
54,,"I think in this test it would be good to have a stronger assertion ""didn't throw an exception"", especially since the backpressure buffer being used is unbounded. It would probably be good to keep track of the count of messages received vs. sent and ensure they are the same.","method after not found, method after empty",True,testBurstyObservable_unboundedBufferSucceeds,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,no,"stronger assertion not added, only assertion on counts added",,194,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
67,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
68,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
69,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
70,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_missingBackpressureException,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
71,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_unboundedBufferSucceeds,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
72,,Nit: mark variable as `final`,"method after not found, method after empty",True,testBurstyObservable_unboundedBufferSucceeds,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,only method argument changed,,160,mesos-rxjava-client/src/test/java/com/mesosphere/mesos/rx/java/MesosClientIntegrationTest.java
56,,"Style: Please use 4 spaces as the continuation indent instead of 8, please move the close paren and open curly brace to the next line with no indent (see ""old"" side of diff for an example).","method after not found, method after empty",True,MesosClient,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClient.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,,constructor,98,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClient.java
57,,Nit: new variable name `byteStreamTransformer` -> `backpressureTransformer` (I feel like this new name communicates the intent of what the function is going to do separate from the type signature that already tells me it's a transformer for the byte array stream.,"method after not found, method after empty",True,MesosClient,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClient.java,https://github.com/mesosphere/mesos-rxjava/commit/7e81feab50c2f26a00496448c8ac348c85bf488c,yes,,yes,,constructor,98,mesos-rxjava-client/src/main/java/com/mesosphere/mesos/rx/java/MesosClient.java
81,https://github.com/wso2/carbon-transports/pull/360,"We can check the length of the array here and if the length is zero, then no need to go inside. With the existing code, you will get an empty ("""") value for subProtocolStr even when there are no subProtocols. Is this the expected behavior?","method after not found, method after empty",True,getSubProtocolsStr,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,yes,,,142,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java
84,,You are correct. Will do the changes.,"method after not found, method after empty, contributor's comment",True,getSubProtocolsStr,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,no,,,contributor's answer,related to comment at line 83,142,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java
89,,newHandshaker sounds a like noun rather than a verb. But methods represents actions therefore shouldn't it better to have a verb ?,-,True,handshake,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,no,contributor's answer shows why change is not needed (see comment at line 94),,71,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java
92,,This method is coming from netty itself. We have just used it.,contributor's comment,True,handshake,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,no,,,contributor's answer,related to comment at line 91,71,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java
90,,Shall we say getSubProtocolsCsv instead of getSubProtocolsStr ?,"method after not found, method after empty",True,getSubProtocolsStr,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,yes,method name changed,,139,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/contractimpl/websocket/message/WebSocketInitMessageImpl.java
82,,"Shouldn't this be ""Ping Message"" instead of ""Pong Message""?","before = after, comment to comment",True,notifyPingMessage,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/listener/WebSocketSourceHandler.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,yes,only inline comment changed,,205,http/org.wso2.carbon.transport.http.netty/src/main/java/org/wso2/carbon/transport/http/netty/listener/WebSocketSourceHandler.java
83,,"Is there any specific reason to use ""priority"" here? AFAIK, we have not used priority annotation in other places. Is there any dependencies in these test cases?",before = after,True,testTextReceived,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,no,contributor's answer shows why change is not needed (see comment at line 87),,65,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java
85,,Yes. We need this here since these tests should sequentially execute otherwise it can lead to intermittent test case failures. ,"before = after, contributor's comment",True,testTextReceived,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,no,,,contributor's answer,related to comment at line 85,65,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java
86,,"What is the root cause of intermittant test failures? What happen if they are executed in a real ballerina program in random order? If these tests does not have a dependency, I think we should not put priority to just get rid of an intermittant test failure because these sequence of events can occur in real programs. I would suggest to fix the intermittant failure than forcing an ordered execution.",before = after,True,testTextReceived,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,yes,,no,contributor's answer shows why change is not needed (see comment at line 89),related to comment at line 85,65,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java
87,,"It is actually because of the class level variable ""senderProperties"" dependency in each test case. Those parameters are changing from one test case to another. If the test testSubProtocolNegotiation runs before others it can cause test failures only and only because of the class level ""senderProperties"" map that we are using. ","before = after, contributor's comment",True,testTextReceived,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java,https://github.com/wso2/carbon-transports/commit/a2c6e43ce25fc14bc76702cae1ee884ff66fc786,no,,,contributor's answer,related to comment at line 85,65,http/org.wso2.carbon.transport.http.netty/src/test/java/org/wso2/carbon/transport/http/netty/websocket/WebSocketClientTestCase.java
